id,text1,text2,text3,notes,更新情况,行号,text1相同,text2相同,text3相同,notes相同,text1_095,text2_095,text3_095,notes_095,text1_091,text2_091,text3_091,notes_091,text1_091cn,text2_091cn,text3_091cn,notes_091cn
domestic_goods,RESOURCE,"自工业化航天文明建成以来，这些经大规模轻工业生产出的服装、小工具、配件、用品、使人们过上了舒适的生活。
",,,相同,4292,TRUE,TRUE,TRUE,TRUE,"These are the mass-produced clothing, gadgets, wares, and goods that have enabled people to live a comfortable life since the establishment of industrialized spacefaring civilization.",,,,"These are the mass-produced clothing, gadgets, wares, and goods that have enabled people to live a comfortable life since the establishment of industrialized spacefaring civilization.",,,,"自工业化航天文明建成以来，这些经大规模轻工业生产出的服装、小工具、配件、用品、使人们过上了舒适的生活。
",,,
organs,RESOURCE,Organ replacement is a well-established practice but the materials are delicate and growing them a fickle process. There’s always a market in healthy organs and always a source if one doesn’t ask too many questions.,,,变更,4293,FALSE,TRUE,TRUE,TRUE,Organ replacement is a well-established practice but the materials are delicate and growing them a fickle process. There’s always a market in healthy organs and always a source if one doesn’t ask too many questions.,,,,Organ replacement is a well-established practice but the materials are delicate and growing them a fickle process. There<U+0092>s always a market in healthy organs and always a source if one doesn<U+0092>t ask too many questions.,,,,"人们现在已经普遍接受器官移植这种行之有效的方法。但健康而合适的器官总是那么稀有，如果你不在乎来源是否合法，那就去黑市瞧瞧吧。
",,,
drugs,RESOURCE,"虽在绝大数星球被禁止贩卖，但这些令人眼花缭乱的化学工艺，让那些寻求刺激、强化意识，或逃避悲惨生活的人们沉迷其中。
",,,相同,4294,TRUE,TRUE,TRUE,TRUE,"Banned on some worlds, the ""chemical arts"" include a dizzying array of products sought by those seeking a bit of fun, expanded consciousness, or simply an escape from their miserable lives.",,,,"Banned on some worlds, the ""chemical arts"" include a dizzying array of products sought by those seeking a bit of fun, expanded consciousness, or simply an escape from their miserable lives.",,,,"虽在绝大数星球被禁止贩卖，但这些令人眼花缭乱的化学工艺，让那些寻求刺激、强化意识，或逃避悲惨生活的人们沉迷其中。
",,,
hand_weapons,RESOURCE,"Armaments ranging from heavy squad-level weapons to mechs, tanks, and hovercraft. Private use is banned on most worlds. Largely disassembled and not suitable for use in quick raids.",,,变更,4295,FALSE,TRUE,TRUE,TRUE,"Armaments ranging from heavy squad-level weapons to mechs, tanks, and hovercraft. Private use is banned on most worlds. Largely disassembled and not suitable for use in quick raids.",,,,"Armaments ranging from heavy squad-level weapons to mechs, tanks, and hovercraft. Private use is banned on most worlds.",,,,"从高档手持武器到重型机甲、坦克、气垫船。在许多星球上被禁止贩卖。
",,,
luxury_goods,RESOURCE,"能让世界上任何一名行业精英都渴望拥有的奢侈品，每一件都是由真正的艺术大师亲手制作。
",,,相同,4296,TRUE,TRUE,TRUE,TRUE,"The elite of any world of the Sector desire precious things, rare and well-made by actual human artisans.",,,,"The elite of any world of the Sector desire precious things, rare and well-made by actual human artisans.",,,,"能让世界上任何一名行业精英都渴望拥有的奢侈品，每一件都是由真正的艺术大师亲手制作。
",,,
lobster,RESOURCE,"混合了多种旧地球物种和一点想象力而创造出的生物，它们主要栖息在{Volturn}海底深处的破碎海床上，据说味道非常独特。
",,,相同,4297,TRUE,TRUE,TRUE,TRUE,A mix of several Old Earth species and a little imagination produced this creature which grows wild in the crushing depths of Volturn's sea-floor. The flavor is said to be exceptional.,,,,A mix of several Old Earth species and a little imagination produced this creature which grows wild in the crushing depths of Volturn's sea-floor. The flavor is said to be exceptional.,,,,"混合了多种旧地球物种和一点想象力而创造出的生物，它们主要栖息在{Volturn}海底深处的破碎海床上，据说味道非常独特。
",,,
luddic_furniture,RESOURCE,"卢德家具是一种罕见且极为珍贵的木制工艺品，由自然生长的木材作为原料，并由工艺大师以及他亲传的学徒联合手工打造。
",,,相同,4298,TRUE,TRUE,TRUE,TRUE,"Constructed from wood grown naturally on planets and made by hand-tools according to methods passed from master to apprentice, Luddic furniture is a rare and highly prestigious possession in the Sector.",,,,"Constructed from wood grown naturally on planets and made by hand-tools according to methods passed from master to apprentice, Luddic furniture is a rare and highly prestigious possession in the Sector.",,,,"卢德家具是一种罕见且极为珍贵的木制工艺品，由自然生长的木材作为原料，并由工艺大师以及他亲传的学徒联合手工打造。
",,,
ships,RESOURCE,"较低档次或在技术上经常有缺陷，以及具备""出口标准""的船体与军备。经常应用于商队护卫与基础星系巡逻队中，但如想在势力间大批交易顶级星舰材料仍无疑是痴人说梦。",,,相同,4299,TRUE,TRUE,TRUE,TRUE,"Low-tier and often technically defective - ""export grade"" - ship hulls and armaments which are sufficient to equip mercantile convoys and form basic system defense patrols. High-volume trade in top tier starship materiel is virtually non-existent across faction lines.",,,,"Low-tier and often technically defective - ""export grade"" - ship hulls and armaments which are sufficient to equip mercantile convoys and form basic system defense patrols. High-volume trade in top tier starship materiel is virtually non-existent across faction lines.",,,,"较低档次或在技术上经常有缺陷，以及具备""出口标准""的船体与军备。经常应用于商队护卫与基础星系巡逻队中，但如想在势力间大批交易顶级星舰材料仍无疑是痴人说梦。",,,
planet_nidhogg,CUSTOM,Yggdrasil}气态巨行星的卫星，由于巨大的潮汐力不断加热并搅动{Nidhogg}的内部结构，使大量裂缝与火山遍布于星球表面，在这里，被岩浆烧焦或淹没的大地成为了最正常不过的风景。,,,相同,4300,TRUE,TRUE,TRUE,TRUE,"A geologically unstable moon due to proximity to the gas giant Yggdrasil, tidal forces endlessly heat and churn the innards of Nidhogg. Fissures and volcanoes dot the surface and the lava they spew flows for many kilometers across the charred crust.",,,,"A geologically unstable moon due to proximity to the gas giant Yggdrasil, tidal forces endlessly heat and churn the innards of Nidhogg. Fissures and volcanoes dot the surface and the lava they spew flows for many kilometers across the charred crust.",,,,Yggdrasil}气态巨行星的卫星，由于巨大的潮汐力不断加热并搅动{Nidhogg}的内部结构，使大量裂缝与火山遍布于星球表面，在这里，被岩浆烧焦或淹没的大地成为了最正常不过的风景。,,,
planet_ratatosk,CUSTOM,A lifeless and barren rocky-silicate moon with a wisp of atmosphere that incandesces faintly when struck by Yggdrasil’s radiation belts.,,,变更,4301,FALSE,TRUE,TRUE,TRUE,A lifeless and barren rocky-silicate moon with a wisp of atmosphere that incandesces faintly when struck by Yggdrasil’s radiation belts.,,,,A lifeless and barren rocky-silicate moon with a wisp of atmosphere that incandesces faintly when struck by Yggdrasil<U+0092>s radiation belts.,,,,"生命荒芜且贫瘠不堪，这颗主要由硅酸盐构成的卫星，尽管拥有稀薄的大气层但因过于靠近{Yggdrasil}而常年遭受辐射侵袭，使这颗星球反射出淡淡光芒
",,,
planet_raesvelg,CUSTOM,充满水和氨冰的深沟巨壑遍布于星球表面，而在地表之下、在冰层与硅酸盐构成的地壳之间，存在着一片没有生命的海洋。'大崩塌'后，尽管{霸主}颁布的战略政策提高了对该星球重建项目与移民的资助标准，且获得了众多退役军人的大力支持，但依旧有部分圆顶城市因无人居住而遭到遗弃。随着最近{霸主}通过赠款的方式，刺激了当地颇具潜力的挥发物开采作业的发展，而被吸引来的诸神黄昏集团与{速子科技}的项目工作人员以及工人使日渐繁荣的{Raesvelg}的夜生活逐渐喧嚣了起来。,,,相同,4302,TRUE,TRUE,TRUE,TRUE,"Water and ammonia ice form the immense rifts and chaotically furrowed plains of this world. Below the surface, small pockets of lifeless liquid ocean are trapped between the ice and a crust made of rocky silicates. Most of the sprinkling of domed cities remain abandoned since the Collapse, though recent Hegemony strategic policy has encouraged re-industrialization and settlement, especially by the numerous Hegemony military veterans. Crew and workers on leave from the nearby Ragnarok Complex and Tri-Tach projects supports a rowdy nightlife and black market. Volatiles mining is encouraged by Hegemony development grants.",,,,"Water and ammonia ice form the immense rifts and chaotically furrowed plains of this world. Below the surface, small pockets of lifeless liquid ocean are trapped between the ice and a crust made of rocky silicates. Most of the sprinkling of domed cities remain abandoned since the Collapse, though recent Hegemony strategic policy has encouraged re-industrialization and settlement, especially by the numerous Hegemony military veterans. Crew and workers on leave from the nearby Ragnarok Complex and Tri-Tach projects supports a rowdy nightlife and black market. Volatiles mining is encouraged by Hegemony development grants.",,,,充满水和氨冰的深沟巨壑遍布于星球表面，而在地表之下、在冰层与硅酸盐构成的地壳之间，存在着一片没有生命的海洋。'大崩塌'后，尽管{霸主}颁布的战略政策提高了对该星球重建项目与移民的资助标准，且获得了众多退役军人的大力支持，但依旧有部分圆顶城市因无人居住而遭到遗弃。随着最近{霸主}通过赠款的方式，刺激了当地颇具潜力的挥发物开采作业的发展，而被吸引来的诸神黄昏集团与{速子科技}的项目工作人员以及工人使日渐繁荣的{Raesvelg}的夜生活逐渐喧嚣了起来。,,,
planet_skathi,CUSTOM,地壳是由氮气和甲烷冰所组成，而表面则被大量硅酸盐与冰幔覆盖得严严实实。由于{速子科技}获得了{霸主}颁发的独家开发许可证，使这里只有一处庞大的加工厂矗立于此，明面上是开采挥发性气体与建设一些基础设施，不过背地里有传言称这里的一处秘密研究机构正从事非法实验，但派遣至该处的调查员至今没有发现任何确实证据。,,,相同,4303,TRUE,TRUE,TRUE,TRUE,"Drifts of nitrogen and methane ice form most of the crust over a rocky silicate/ice mantle which pierces the cowl of this frozen moon here and there. The Hegemony has granted Tri-Tachyon a license for exclusive development, consisting primarily of a sprawling processing plant for volatiles siphoned from Niflheim and the requisite support infrastructure. Rumours abound that it's all the cover story for a secret research facility performing science deemed illegal under Domain law precedence, but inspectors have never reported anything untoward.",,,,"Drifts of nitrogen and methane ice form most of the crust over a rocky silicate/ice mantle which pierces the cowl of this frozen moon here and there. The Hegemony has granted Tri-Tachyon a license for exclusive development, consisting primarily of a sprawling processing plant for volatiles siphoned from Niflheim and the requisite support infrastructure. Rumours abound that it's all the cover story for a secret research facility performing science deemed illegal under Domain law precedence, but inspectors have never reported anything untoward.",,,,地壳是由氮气和甲烷冰所组成，而表面则被大量硅酸盐与冰幔覆盖得严严实实。由于{速子科技}获得了{霸主}颁发的独家开发许可证，使这里只有一处庞大的加工厂矗立于此，明面上是开采挥发性气体与建设一些基础设施，不过背地里有传言称这里的一处秘密研究机构正从事非法实验，但派遣至该处的调查员至今没有发现任何确实证据。,,,
station_ragnar,CUSTOM,{霸主}的悲伤之地，除了一支为防止{英仙座联盟}入侵的守备部队驻扎于此，Ragnar}的综合大楼内还有一批等待翻新作业的工人。这些与超级军团签订回收协议的人们，唯一任务就是日以继夜的在这拆除废旧船只以重新组装利用并送往{Arcadia}等待这些破船重新报废。这里由一位年迈的高级指挥官管理他唯一需要做的就是在这安度晚年。,,绰号'坟墓'。破碎的弧形机库与龙门架将大量报废船只排列整齐，并等待检查。这里除了安检员手中的照明，与焊枪所发出的亮光，大部分时间都处于黑暗之中。但在这片黑暗里，不仅隐藏着一支庞大的舰队，其中心附近还有一处安置着民用承包商、海军船员、海军陆战队以及{霸主}管理人员的{HAD}圆顶城市。,相同,4304,TRUE,TRUE,TRUE,TRUE,"The boneyard of the Hegemony; in addition to the garrison stationed here to support system patrols and a fleet-in-being to discourage League incursions, the Ragnar complex stores ship hulks awaiting refurbishing or the haul to Arcadia for ship-breaking, a task generally contracted to friendly megacorps. The station is traditionally commanded by an aging senior officer sent to quietly live out their mediocrity.",,"Nicknamed ""The Tomb"", broken arcs of hangars and gantries clutch row upon row of mothballed hulks awaiting inspection. Most are dark, lit only by inspection crews and the welding torches of armourers removing materiel. Hidden near the centre of the shadow armada lies a stack of hab-rings populated by civilian contractors, navy crew, marines, and Hegemony administration.",,"The boneyard of the Hegemony; in addition to the garrison stationed here to support system patrols and a fleet-in-being to discourage League incursions, the Ragnar complex stores ship hulks awaiting refurbishing or the haul to Arcadia for ship-breaking, a task generally contracted to friendly megacorps. The station is traditionally commanded by an aging senior officer sent to quietly live out their mediocrity.",,"Nicknamed ""The Tomb"", broken arcs of hangars and gantries clutch row upon row of mothballed hulks awaiting inspection. Most are dark, lit only by inspection crews and the welding torches of armourers removing materiel. Hidden near the centre of the shadow armada lies a stack of hab-rings populated by civilian contractors, navy crew, marines, and Hegemony administration.",,{霸主}的悲伤之地，除了一支为防止{英仙座联盟}入侵的守备部队驻扎于此，Ragnar}的综合大楼内还有一批等待翻新作业的工人。这些与超级军团签订回收协议的人们，唯一任务就是日以继夜的在这拆除废旧船只以重新组装利用并送往{Arcadia}等待这些破船重新报废。这里由一位年迈的高级指挥官管理他唯一需要做的就是在这安度晚年。,,绰号'坟墓'。破碎的弧形机库与龙门架将大量报废船只排列整齐，并等待检查。这里除了安检员手中的照明，与焊枪所发出的亮光，大部分时间都处于黑暗之中。但在这片黑暗里，不仅隐藏着一支庞大的舰队，其中心附近还有一处安置着民用承包商、海军船员、海军陆战队以及{霸主}管理人员的{HAD}圆顶城市。,
station_mimir,CUSTOM,{速子科技}主动筹资在这建立了一处据点，其主要目的是运用欧阳工业的虹吸技术来'开采'这颗气态巨行星。虽然会消耗庞大的能源，可一旦将其中的重同位素稳定下来，就能实现自我维持。如果能开采出和{Niflheim}同种类的重型混合挥发物，那么将很可能直接送往{Skathi}卫星上被加工成有用的产品,,,相同,4305,TRUE,TRUE,TRUE,TRUE,"The product of a Tri-Tachyon initiative to modify the common gas-giant ""mine"" which siphons gases using the Ouyang Process which, although energy-hungry, becomes self-sustaining once a steady pull of heavy isotopes is attained. From Niflheim a particularly heavy mix of volatiles can be drawn, and these are processed on the moon of Skathi into countless useful forms.",,,,"The product of a Tri-Tachyon initiative to modify the common gas-giant ""mine"" which siphons gases using the Ouyang Process which, although energy-hungry, becomes self-sustaining once a steady pull of heavy isotopes is attained. From Niflheim a particularly heavy mix of volatiles can be drawn, and these are processed on the moon of Skathi into countless useful forms.",,,,{速子科技}主动筹资在这建立了一处据点，其主要目的是运用欧阳工业的虹吸技术来'开采'这颗气态巨行星。虽然会消耗庞大的能源，可一旦将其中的重同位素稳定下来，就能实现自我维持。如果能开采出和{Niflheim}同种类的重型混合挥发物，那么将很可能直接送往{Skathi}卫星上被加工成有用的产品,,,
,,,,,,4306,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4307,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4308,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4309,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4310,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4311,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4312,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4313,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4314,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4315,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4316,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4317,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4318,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4319,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4320,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4321,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4322,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4323,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4324,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4325,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4326,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4327,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4328,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4329,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4330,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4331,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4332,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4333,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4334,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4335,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4336,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4337,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4338,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4339,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4340,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4341,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4342,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4343,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4344,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4345,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4346,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4347,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4348,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4349,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4350,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4351,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4352,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4353,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4354,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4355,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4356,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4357,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4358,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4359,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4360,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4361,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4362,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4363,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4364,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4365,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4366,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4367,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4368,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4369,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4370,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4371,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4372,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4373,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4374,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4375,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4376,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4377,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4378,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4379,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4380,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4381,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4382,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4383,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4384,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4385,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4386,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4387,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4388,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4389,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4390,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4391,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4392,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4393,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4394,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4395,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4396,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4397,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4398,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4399,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4400,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4401,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4402,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4403,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4404,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4405,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4406,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4407,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4408,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4409,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4410,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4411,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4412,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4413,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4414,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4415,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4416,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4417,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4418,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4419,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4420,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4421,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4422,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4423,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4424,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4425,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4426,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4427,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4428,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4429,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4430,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4431,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4432,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4433,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4434,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4435,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4436,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4437,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4438,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4439,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4440,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4441,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4442,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4443,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4444,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4445,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4446,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4447,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4448,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4449,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4450,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4451,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4452,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4453,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4454,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4455,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4456,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4457,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4458,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4459,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4460,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4461,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4462,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4463,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4464,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4465,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4466,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4467,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4468,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4469,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4470,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4471,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4472,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4473,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4474,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,4475,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
